"timestamp";"light_id";"action";"state";"luminance"
"2022-10-25 14:50:37";1;"update";1;9600
"2022-10-25 14:51:06";1;"update";1;9400
"2022-10-25 14:51:07";1;"update";1;2400
"2022-10-25 14:51:15";1;"update";1;1000
"2022-10-25 14:51:26";1;"update";1;1200
"2022-10-25 14:51:27";1;"update";1;3400
"2022-10-25 14:51:28";1;"update";1;8200
"2022-10-25 14:51:29";1;"update";1;8400
"2022-10-25 14:52:02";1;"update";1;8300
"2022-10-25 14:52:03";1;"update";1;1800
"2022-10-25 14:52:14";1;"update";1;1900
"2022-10-25 14:52:16";1;"update";1;5100
"2022-10-25 14:52:32";1;"update";1;5300
"2022-10-25 14:52:33";1;"update";1;7100
"2022-10-25 14:52:39";1;"update";1;9100
"2022-10-25 14:52:40";1;"update";1;2000
"2022-10-25 14:52:51";1;"update";1;1000
"2022-10-25 14:52:52";1;"update";1;2300
"2022-10-25 14:52:54";1;"update";1;9100
"2022-10-25 14:53:45";1;"update";1;9200
"2022-10-25 14:53:46";1;"update";1;7500
"2022-10-25 14:53:47";1;"update";1;2200
"2022-10-25 14:56:52";1;"update";1;500
"2022-10-25 14:56:53";1;"update";1;600
"2022-10-25 14:56:59";1;"update";1;800
"2022-10-25 14:57:00";1;"update";1;1600
"2022-10-25 14:57:01";1;"update";1;5800
"2022-10-25 14:57:02";1;"update";1;7000
"2022-10-25 14:57:03";1;"update";1;7800
"2022-10-25 14:57:04";1;"update";1;9000
"2022-10-25 14:58:25";1;"update";1;8900
"2022-10-25 14:58:26";1;"update";1;6800
"2022-10-25 14:58:27";1;"update";1;800
"2022-10-25 14:58:46";1;"update";1;800
"2022-10-25 14:58:47";1;"update";1;4100
"2022-10-25 14:58:48";1;"update";1;8300
"2022-10-25 14:58:49";1;"update";1;8700
"2022-10-25 14:58:50";1;"update";1;9000
"2022-10-25 14:59:24";1;"update";1;8900
"2022-10-25 14:59:25";1;"update";1;6400
"2022-10-25 14:59:34";1;"update";1;300
"2022-10-25 14:59:35";1;"update";1;9500
"2022-10-25 15:09:10";1;"update";1;500
"2022-10-25 15:09:12";1;"update";1;2200
"2022-10-25 15:09:13";1;"update";1;5100
"2022-10-25 15:09:14";1;"update";1;6000
"2022-10-25 15:09:17";1;"update";1;9000
"2022-10-25 15:09:18";1;"update";1;7600
"2022-10-25 15:09:20";1;"update";1;5800
"2022-10-25 15:09:21";1;"update";1;1900
"2022-10-25 15:09:23";1;"update";1;2100
"2022-10-25 15:09:24";1;"update";1;4700
"2022-10-25 15:09:29";1;"update";1;9000
"2022-10-25 15:09:32";1;"update";1;8900
"2022-10-25 15:09:35";1;"update";1;9400
"2022-10-25 15:09:37";1;"update";1;8900
"2022-10-25 15:09:39";1;"update";1;5100
"2022-10-25 15:09:41";1;"update";1;7000
"2022-10-25 15:09:42";1;"update";1;7800
"2022-10-25 15:09:47";1;"update";1;8400
"2022-10-25 15:09:48";1;"update";1;9100
"2022-10-25 15:09:50";1;"update";1;9900
"2022-10-25 15:09:54";1;"update";1;700
"2022-10-25 15:09:57";1;"update";1;900
"2022-10-25 15:09:58";1;"update";1;1400
"2022-10-25 15:10:01";1;"update";1;2100
"2022-10-25 15:10:22";1;"update";1;2700
"2022-10-25 15:10:23";1;"update";1;3000
"2022-10-25 15:10:24";1;"update";1;7700
"2022-10-25 15:10:31";1;"update";1;7700
"2022-10-25 15:10:32";1;"update";1;5900
"2022-10-25 15:10:34";1;"update";1;5100
"2022-10-25 15:10:36";1;"update";1;2900
"2022-10-25 15:14:39";1;"update";1;300
"2022-10-25 15:14:42";1;"update";1;1300
"2022-10-25 15:14:43";1;"update";1;9000
"2022-10-25 15:14:46";1;"update";1;9000
"2022-10-25 15:14:47";1;"update";1;5300
"2022-10-25 15:15:36";1;"update";1;9800
"2022-10-25 15:15:44";1;"update";1;9900
"2022-10-25 15:15:45";1;"update";1;300
"2022-10-25 15:15:46";1;"update";1;600
"2022-10-25 15:15:47";1;"update";1;1500
"2022-10-25 15:18:48";1;"update";1;1400
"2022-10-25 15:18:50";1;"update";1;1100
"2022-10-25 15:18:55";1;"update";1;1000
"2022-10-25 15:18:58";1;"update";1;2500
"2022-10-25 15:19:01";1;"update";1;5000
"2022-10-25 15:19:02";1;"update";1;5200
"2022-10-25 15:19:05";1;"update";1;7700
"2022-10-25 15:19:06";1;"update";1;7900
"2022-10-25 15:19:10";1;"update";1;9200
"2022-10-25 15:19:11";1;"update";1;4600
"2022-10-25 15:20:47";1;"update";1;2000
"2022-10-25 15:20:50";1;"update";1;3200
"2022-10-25 15:20:52";1;"update";1;5500
"2022-10-25 15:20:54";1;"update";1;7800
"2022-10-25 15:20:55";1;"update";1;8800
"2022-10-25 15:20:57";1;"update";1;9200
"2022-10-25 15:20:58";1;"update";1;1900
"2022-10-25 15:21:00";1;"update";1;1800
"2022-10-25 15:21:04";1;"update";1;3000
"2022-10-25 15:21:07";1;"update";1;3900
"2022-10-25 15:21:10";1;"update";1;5300
"2022-10-25 15:21:12";1;"update";1;6500
"2022-10-25 15:21:13";1;"update";1;3200
"2022-10-25 15:21:17";1;"update";1;1700
"2022-10-25 15:21:20";1;"update";1;900
"2022-10-25 15:21:21";1;"update";1;8400
"2022-10-25 15:21:48";1;"update";1;8900
"2022-10-25 15:21:49";1;"update";1;9500
"2022-10-25 15:21:54";1;"update";1;9400
"2022-10-25 15:22:02";1;"update";1;3700
"2022-10-25 15:22:04";1;"update";1;2300
"2022-10-25 15:22:05";1;"update";1;6600
"2022-10-25 15:22:06";1;"update";1;6900
"2022-10-25 15:22:07";1;"update";1;8100
"2022-10-25 15:22:10";1;"update";1;8500
"2022-10-25 15:22:12";1;"update";1;6100
"2022-10-25 15:22:13";1;"update";1;4800
"2022-10-25 15:22:53";1;"update";1;4200
"2022-10-25 15:22:54";1;"update";1;6500
"2022-10-25 15:22:58";1;"update";1;8100
"2022-10-25 15:22:59";1;"update";1;5900
"2022-10-25 15:23:01";1;"update";1;2900
"2022-10-25 15:23:02";1;"update";1;1700
"2022-10-25 15:23:03";1;"update";1;2000
"2022-10-25 15:23:04";1;"update";1;3700
"2022-10-25 15:24:21";1;"update";1;400
"2022-10-25 15:24:22";1;"update";1;6700
"2022-10-25 15:24:23";1;"update";1;6900
"2022-10-25 15:24:24";1;"update";1;6100
"2022-10-25 15:28:38";1;"update";1;10000
"2022-10-25 15:28:39";1;"update";1;9700
"2022-10-25 15:29:28";1;"update";1;300
"2022-10-25 15:29:29";1;"update";1;600
"2022-10-25 15:30:15";1;"update";1;8300
"2022-10-25 15:30:18";1;"update";1;8300
"2022-10-25 15:30:19";1;"update";1;2700
"2022-10-25 15:55:22";1;"update";1;300
"2022-10-25 15:55:23";1;"update";1;4300
"2022-10-25 15:55:24";1;"update";1;8400
"2022-10-25 16:50:27";1;"update";1;7670
"2022-10-25 16:51:49";1;"update";1;9780
"2022-10-25 16:51:55";1;"update";1;9780
"2022-10-25 16:52:02";1;"update";1;9770
"2022-10-25 16:52:09";1;"update";1;7490
"2022-10-25 16:52:15";1;"update";1;4870
"2022-10-25 16:52:23";1;"update";1;2160
"2022-10-25 16:52:29";1;"update";1;860
"2022-10-25 16:52:36";1;"update";1;560
"2022-10-25 16:52:43";1;"update";1;2260
"2022-10-25 16:52:49";1;"update";1;4980
"2022-10-25 16:52:56";1;"update";1;7810
"2022-10-25 16:53:03";1;"update";1;9770
"2022-10-25 16:53:10";1;"update";1;9770
"2022-10-25 16:53:16";1;"update";1;5660
"2022-10-25 16:53:22";1;"update";1;3290
"2022-10-25 16:53:29";1;"update";1;3350
"2022-10-25 16:53:35";1;"update";1;4920
"2022-10-25 16:53:41";1;"update";1;8770
"2022-10-25 16:53:48";1;"update";1;9840
"2022-10-25 16:53:54";1;"update";1;9770
"2022-10-25 16:53:59";1;"update";1;9740
"2022-10-25 16:54:05";1;"update";1;9730
"2022-10-25 16:54:12";1;"update";1;9630
"2022-10-25 16:54:18";1;"update";1;9330
"2022-10-25 16:54:24";1;"update";1;8910
"2022-10-25 16:54:31";1;"update";1;8290
"2022-10-25 16:54:38";1;"update";1;8590
"2022-10-25 16:54:44";1;"update";1;8900
"2022-10-25 16:54:49";1;"update";1;9540
"2022-10-25 16:54:56";1;"update";1;9540
"2022-10-25 16:55:02";1;"update";1;9540
"2022-10-25 16:55:08";1;"update";1;9540
"2022-10-25 17:02:31";1;"update";1;9820
"2022-10-25 17:02:37";1;"update";1;9790
"2022-10-25 17:02:42";1;"update";1;9800
"2022-10-25 17:02:49";1;"update";1;9170
"2022-10-25 17:02:55";1;"update";1;7160
"2022-10-25 17:03:01";1;"update";1;3120
"2022-10-25 17:03:27";1;"update";1;4190
"2022-10-25 17:03:34";1;"update";1;9550
"2022-10-25 17:03:39";1;"update";1;9660
"2022-10-25 17:03:45";1;"update";1;9800
"2022-10-25 17:03:51";1;"update";1;9860
"2022-10-25 17:03:57";1;"update";1;9920
"2022-10-25 17:04:02";1;"update";1;9940
"2022-10-25 17:04:09";1;"update";1;9880
"2022-10-25 17:04:15";1;"update";1;9760
"2022-10-25 17:04:21";1;"update";1;9510
"2022-10-25 17:04:27";1;"update";1;8450
"2022-10-25 17:04:34";1;"update";1;7370
"2022-10-25 17:06:35";1;"update";1;9780
"2022-10-25 17:06:42";1;"update";1;9780
"2022-10-25 17:06:48";1;"update";1;9780
"2022-10-25 17:06:57";1;"update";1;9810
"2022-10-25 17:07:04";1;"update";1;9930
"2022-10-25 17:07:11";1;"update";1;9600
"2022-10-25 17:07:17";1;"update";1;9060
"2022-10-25 17:07:23";1;"update";1;8730
"2022-10-25 17:07:29";1;"update";1;1290
"2022-10-25 17:07:42";1;"update";1;6200
"2022-10-25 17:07:48";1;"update";1;9840
"2022-10-25 17:07:54";1;"update";1;9820
"2022-10-25 17:08:00";1;"update";1;980
"2022-10-25 17:08:06";1;"update";1;980
"2022-10-25 17:08:12";1;"update";1;761
"2022-10-25 17:08:18";1;"update";1;293
"2022-10-25 17:08:25";1;"update";1;566
"2022-10-25 17:08:31";1;"update";1;391
"2022-10-25 17:09:02";1;"update";1;2483
"2022-10-25 17:09:08";1;"update";1;2483
"2022-10-25 17:10:24";1;"update";1;2479
"2022-10-25 17:10:31";1;"update";1;2478
"2022-10-25 17:10:36";1;"update";1;9912
"2022-10-25 17:10:42";1;"update";1;9912
"2022-10-25 17:10:48";1;"update";1;9916
"2022-10-25 17:10:54";1;"update";1;9912
"2022-10-25 17:11:01";1;"update";1;8952
"2022-10-25 17:11:07";1;"update";1;8368
"2022-10-25 17:11:13";1;"update";1;8660
"2022-10-25 17:11:19";1;"update";1;8524
"2022-10-25 17:11:25";1;"update";1;8312
"2022-10-25 17:11:31";1;"update";1;8500
"2022-10-25 17:11:38";1;"update";1;8472
"2022-10-25 17:11:44";1;"update";1;2355
"2022-10-25 17:11:51";1;"update";1;2478
"2022-10-25 17:11:57";1;"update";1;2478
"2022-10-25 17:12:03";1;"update";1;2478
"2022-10-25 17:12:08";1;"update";1;2478
"2022-10-25 17:12:14";1;"update";1;1169
"2022-10-25 17:12:21";1;"update";1;347
"2022-10-25 17:13:43";1;"update";1;9908
"2022-10-25 17:13:49";1;"update";1;9908
"2022-10-25 17:13:55";1;"update";1;9908
"2022-10-25 17:14:02";1;"update";1;9540
"2022-10-25 17:14:08";1;"update";1;9032
"2022-10-25 17:14:14";1;"update";1;8876
"2022-10-25 17:14:20";1;"update";1;8840
"2022-10-25 17:14:27";1;"update";1;7280
"2022-10-25 17:14:33";1;"update";1;3996
"2022-10-25 17:14:46";1;"update";1;1416
"2022-10-25 17:14:52";1;"update";1;4808
"2022-10-25 17:14:59";1;"update";1;4956
"2022-10-25 17:15:05";1;"update";1;6440
"2022-10-25 17:15:12";1;"update";1;9652
"2022-10-25 17:15:18";1;"update";1;9908
"2022-10-25 17:15:25";1;"update";1;9908
"2022-10-25 17:15:31";1;"update";1;9908
"2022-10-25 17:15:37";1;"update";1;9880
"2022-10-25 17:15:44";1;"update";1;9872
"2022-10-25 17:15:51";1;"update";1;9896
"2022-10-25 17:15:56";1;"update";1;9868
"2022-10-25 17:16:03";1;"update";1;9864
"2022-10-25 17:16:09";1;"update";1;9892
"2022-10-25 17:16:15";1;"update";1;9892
"2022-10-25 17:16:21";1;"update";1;9892
"2022-10-25 17:16:27";1;"update";1;9892
"2022-10-25 17:16:33";1;"update";1;9912
"2022-10-25 17:16:39";1;"update";1;9976
"2022-10-25 17:16:45";1;"update";1;10000
"2022-10-25 17:16:52";1;"update";1;9956
"2022-10-25 17:16:58";1;"update";1;9892
"2022-10-25 17:17:04";1;"update";1;9812
"2022-10-25 17:17:10";1;"update";1;9680
"2022-10-25 17:17:17";1;"update";1;9640
"2022-10-25 17:17:22";1;"update";1;9624
"2022-10-25 17:17:28";1;"update";1;9624
"2022-10-25 17:17:35";1;"update";1;9548
"2022-10-25 17:17:41";1;"update";1;9328
"2022-10-25 17:17:47";1;"update";1;9240
"2022-10-25 17:17:53";1;"update";1;9080
"2022-10-25 17:18:00";1;"update";1;8880
"2022-10-25 17:18:06";1;"update";1;9104
"2022-10-25 17:18:12";1;"update";1;9712
"2022-10-25 17:18:19";1;"update";1;9892
"2022-10-25 17:18:25";1;"update";1;9892
"2022-10-25 17:18:31";1;"update";1;9892
"2022-10-25 17:18:38";1;"update";1;9892
"2022-10-25 17:18:44";1;"update";1;9892
"2022-10-25 17:18:49";1;"update";1;9892
"2022-10-25 17:18:56";1;"update";1;9892
"2022-10-25 17:19:02";1;"update";1;9896
"2022-10-25 17:19:09";1;"update";1;9900
"2022-10-27 11:24:09";1;"update";1;9988
"2022-10-27 11:24:15";1;"update";1;9988
"2022-10-27 11:24:22";1;"update";1;9988
"2022-10-27 11:24:28";1;"update";1;9988
"2022-10-27 11:24:34";1;"update";1;9988
"2022-10-27 11:24:40";1;"update";1;9476
"2022-10-27 11:24:47";1;"update";1;9068
"2022-10-27 11:24:53";1;"update";1;9008
"2022-10-27 11:25:00";1;"update";1;9036
"2022-10-27 11:25:07";1;"update";1;8996
"2022-10-27 11:25:14";1;"update";1;9008
"2022-10-27 11:25:20";1;"update";1;8360
"2022-10-27 11:25:27";1;"update";1;7700
"2022-10-27 11:25:34";1;"update";1;7584
"2022-10-27 11:25:41";1;"update";1;5312
"2022-10-27 11:25:47";1;"update";1;2892
"2022-10-27 11:25:54";1;"update";1;4312
"2022-10-27 11:26:01";1;"update";1;4448
"2022-10-27 11:26:07";1;"update";1;8124
"2022-10-27 11:26:14";1;"update";1;9992
"2022-10-27 11:26:20";1;"update";1;9992
"2022-10-27 11:26:26";1;"update";1;9992
"2022-10-27 11:26:33";1;"update";1;9988
"2022-10-27 11:26:40";1;"update";1;9972
"2022-10-27 11:26:46";1;"update";1;9612
"2022-10-27 11:26:52";1;"update";1;9396
"2022-10-27 11:26:58";1;"update";1;9312
"2022-10-27 11:27:04";1;"update";1;9464
"2022-10-27 11:27:10";1;"update";1;9556
"2022-10-27 11:27:16";1;"update";1;9080
"2022-10-27 11:27:23";1;"update";1;8788
"2022-10-27 11:27:30";1;"update";1;8820
"2022-10-27 11:27:37";1;"update";1;9048
"2022-10-27 11:27:46";1;"update";1;9452
"2022-10-27 11:27:52";1;"update";1;9468
"2022-10-27 11:27:58";1;"update";1;9468
"2022-10-27 11:28:04";1;"update";1;9472
"2022-10-27 11:28:10";1;"update";1;9480
"2022-10-27 11:28:16";1;"update";1;9496
"2022-10-27 11:28:22";1;"update";1;9448
"2022-10-27 11:28:32";1;"update";1;9276
"2022-10-27 11:28:39";1;"update";1;9312
"2022-10-27 11:28:46";1;"update";1;9364
"2022-10-27 11:28:53";1;"update";1;9384
"2022-10-27 12:37:14";1;"update";1;9384
"2022-10-27 12:37:19";1;"update";0;9384
"2022-10-27 12:37:44";1;"update";1;9384
"2022-10-27 12:39:01";1;"update";0;9384
"2022-10-27 12:39:13";1;"update";1;9384
"2022-10-27 12:39:19";1;"update";1;9384
"2022-10-27 12:39:22";1;"update";0;9384
"2022-10-27 12:39:30";1;"update";0;9384
"2022-10-27 12:39:37";1;"update";1;9384
"2022-10-27 12:39:39";1;"update";0;9384
"2022-10-27 12:39:41";1;"update";1;9384
"2022-10-27 12:39:42";1;"update";1;9384
"2022-10-27 12:39:44";1;"update";0;9384
"2022-10-27 12:39:49";1;"update";0;9384
"2022-10-27 12:40:19";1;"update";1;9384
"2022-10-27 12:40:38";1;"update";0;9384
"2022-10-27 12:40:46";1;"update";0;9384
"2022-10-27 12:40:48";1;"update";1;9384
"2022-10-27 12:40:52";1;"update";1;9384
"2022-10-27 12:43:04";1;"update";1;9396
"2022-10-27 12:43:10";1;"update";1;9348
"2022-10-27 12:43:16";1;"update";1;9324
"2022-10-27 12:43:22";1;"update";0;9324
"2022-10-27 12:43:23";1;"update";1;-30000
"2022-10-27 12:43:28";1;"update";1;-30000
"2022-10-27 12:43:30";1;"update";1;9424
"2022-10-27 12:43:36";1;"update";1;9564
"2022-10-27 12:43:42";1;"update";1;9440
"2022-10-27 12:43:48";1;"update";0;9440
"2022-10-27 12:43:49";1;"update";1;-30000
"2022-10-27 12:43:54";1;"update";1;-30000
"2022-10-27 12:44:00";1;"update";1;9372
"2022-10-27 12:44:07";1;"update";1;9380
"2022-10-27 12:44:13";1;"update";0;9380
"2022-10-27 12:44:14";1;"update";1;9388
"2022-10-27 12:44:19";1;"update";1;9388
"2022-10-27 12:44:21";1;"update";1;9368
"2022-10-27 12:44:24";1;"update";0;9368
"2022-10-27 12:44:26";1;"update";0;9368
"2022-10-27 12:44:27";1;"update";1;-30000
"2022-10-27 12:44:29";1;"update";1;-30000
"2022-10-27 12:44:32";1;"update";1;-30000
"2022-10-27 12:44:34";1;"update";1;9364
"2022-10-27 12:44:40";1;"update";1;9384
"2022-10-27 12:44:46";1;"update";1;9348
"2022-10-27 12:44:53";1;"update";1;9308
"2022-10-27 12:45:00";1;"update";1;9300
"2022-10-27 12:45:07";1;"update";1;9292
"2022-10-27 12:45:14";1;"update";1;9360
"2022-10-27 12:45:21";1;"update";1;9560
"2022-10-27 12:45:28";1;"update";1;9496
"2022-10-27 12:45:34";1;"update";1;9516
"2022-10-27 12:45:38";1;"update";0;9516
"2022-10-27 12:45:40";1;"update";1;-30000
"2022-10-27 12:45:43";1;"update";1;-30000
"2022-10-27 12:45:46";1;"update";1;9592
"2022-10-27 12:45:49";1;"update";0;9592
"2022-10-27 12:45:52";1;"update";1;-30000
"2022-10-27 12:45:58";1;"update";1;-30000
"2022-10-27 12:45:59";1;"update";1;9644
"2022-10-27 12:46:04";1;"update";1;9600
"2022-10-27 12:46:11";1;"update";1;9500
"2022-10-27 12:46:17";1;"update";1;9480
"2022-10-27 12:46:24";1;"update";1;9480
"2022-10-27 12:46:30";1;"update";1;9480
"2022-10-27 12:46:37";1;"update";1;9480
"2022-10-27 12:46:44";1;"update";1;9544
"2022-10-27 12:46:51";1;"update";1;9580
"2022-10-27 12:46:54";1;"update";1;9580
"2022-10-27 12:46:57";1;"update";1;9580
"2022-10-27 12:47:04";1;"update";1;9576
"2022-10-27 12:47:10";1;"update";1;9580
"2022-10-27 12:47:16";1;"update";1;9604
"2022-10-27 12:47:17";1;"update";1;9604
"2022-10-27 12:47:22";1;"update";1;9624
"2022-10-27 12:47:28";1;"update";1;9620
"2022-10-27 12:47:34";1;"update";1;9620
"2022-10-27 12:47:41";1;"update";1;9620
"2022-10-27 12:47:42";1;"update";0;9620
"2022-10-27 12:47:47";1;"update";1;-30000
"2022-10-27 12:47:48";1;"update";0;-30000
"2022-10-27 12:47:54";1;"update";1;-30000
"2022-10-27 12:47:57";1;"update";1;-30000
"2022-10-27 12:48:00";1;"update";1;9612
"2022-10-27 12:48:06";1;"update";0;9612
"2022-10-27 12:48:07";1;"update";1;9584
"2022-10-27 12:48:14";1;"update";1;9572
"2022-10-27 12:48:17";1;"update";1;9572
"2022-10-27 12:48:20";1;"update";1;9600
"2022-10-27 12:48:23";1;"update";1;9600
"2022-10-27 12:48:27";1;"update";0;9600
"2022-10-27 12:48:33";1;"update";0;9600
"2022-10-27 12:48:38";1;"update";1;9600
"2022-10-27 12:48:39";1;"update";1;9616
"2022-10-27 12:48:46";1;"update";1;9584
"2022-10-27 12:48:53";1;"update";1;9516
"2022-10-27 12:48:56";1;"update";0;9516
"2022-10-27 12:48:58";1;"update";1;9516
"2022-10-27 12:49:00";1;"update";1;9500
"2022-10-27 12:49:02";1;"update";1;9500
"2022-10-27 12:49:06";1;"update";1;9492
"2022-10-27 12:49:09";1;"update";0;9492
"2022-10-27 12:49:12";1;"update";0;9492
"2022-10-27 12:49:13";1;"update";1;-30000
"2022-10-27 12:49:14";1;"update";1;-30000
"2022-10-27 12:49:19";1;"update";1;-30000
"2022-10-27 12:49:26";1;"update";1;9492
"2022-10-27 12:49:32";1;"update";1;9496
"2022-10-27 12:49:38";1;"update";1;9492
"2022-10-27 12:49:42";1;"update";0;9492
"2022-10-27 12:49:43";1;"update";0;9492
"2022-10-27 12:49:45";1;"update";1;-30000
"2022-10-27 12:49:50";1;"update";1;-30000
"2022-10-27 12:49:51";1;"update";1;9500
"2022-10-27 12:49:58";1;"update";1;9500
"2022-10-27 12:50:05";1;"update";1;9496
"2022-10-27 12:50:11";1;"update";1;9500
"2022-10-27 12:50:20";1;"update";1;9488
"2022-10-27 12:50:26";1;"update";1;9496
"2022-10-27 12:50:35";1;"update";1;9488
"2022-10-27 12:50:42";1;"update";1;9484
"2022-10-27 12:50:48";1;"update";1;9484
"2022-10-27 12:50:55";1;"update";1;9496
"2022-10-27 12:51:01";1;"update";1;9504
"2022-10-27 12:51:10";1;"update";1;9500
"2022-10-27 12:51:17";1;"update";1;9500
"2022-10-27 12:51:23";1;"update";1;9496
"2022-10-27 12:51:29";1;"update";1;9500
"2022-10-27 12:51:35";1;"update";1;9500
"2022-10-27 12:51:37";1;"update";0;9500
"2022-10-27 12:51:42";1;"update";1;-30000
"2022-10-27 12:51:45";1;"update";1;-30000
"2022-10-27 12:51:48";1;"update";1;9508
"2022-10-27 12:51:54";1;"update";1;9496
"2022-10-27 12:52:01";1;"update";1;9652
"2022-10-27 12:52:07";1;"update";1;9720
"2022-10-27 12:52:13";1;"update";1;9540
"2022-10-27 12:52:19";1;"update";1;9580
"2022-10-27 12:52:25";1;"update";1;9648
"2022-10-27 12:52:32";1;"update";1;9616
"2022-10-27 12:52:39";1;"update";1;9612
"2022-10-27 12:52:45";1;"update";1;9720
"2022-10-27 12:52:51";1;"update";1;9768
"2022-10-27 12:52:57";1;"update";1;9760
"2022-10-27 12:53:03";1;"update";1;9760
"2022-10-27 12:53:09";1;"update";1;9760
