"timestamp";"sensor_id";"data"
"2022-10-25 14:21:07";1;158
"2022-10-25 14:21:13";1;158
"2022-10-25 14:21:19";1;158
"2022-10-25 14:34:10";1;145
"2022-10-25 14:34:17";1;145
"2022-10-25 14:34:23";1;145
"2022-10-25 14:34:30";1;143
"2022-10-25 14:34:36";1;145
"2022-10-25 14:34:43";1;145
"2022-10-25 14:34:48";1;146
"2022-10-25 14:34:55";1;146
"2022-10-25 14:35:01";1;147
"2022-10-25 14:35:06";1;147
"2022-10-25 14:35:12";1;147
"2022-10-25 14:35:19";1;146
"2022-10-25 14:35:25";1;146
"2022-10-25 14:35:31";1;123
"2022-10-25 14:35:37";1;1
"2022-10-25 14:35:55";1;175
"2022-10-25 14:36:02";1;182
"2022-10-25 14:36:07";1;181
"2022-10-25 14:36:14";1;182
"2022-10-25 14:36:23";1;182
"2022-10-25 14:36:29";1;181
"2022-10-25 14:36:35";1;182
"2022-10-25 14:36:41";1;182
"2022-10-25 14:36:48";1;179
"2022-10-25 14:36:53";1;177
"2022-10-25 14:37:00";1;176
"2022-10-25 14:37:06";1;175
"2022-10-25 14:37:12";1;175
"2022-10-25 14:37:18";1;173
"2022-10-25 14:37:24";1;172
"2022-10-25 14:37:31";1;171
"2022-10-25 14:37:37";1;171
"2022-10-25 14:37:43";1;171
"2022-10-25 14:37:49";1;171
"2022-10-25 14:37:55";1;171
"2022-10-25 14:38:01";1;171
"2022-10-25 14:38:07";1;171
"2022-10-25 14:38:14";1;170
"2022-10-25 14:38:20";1;170
"2022-10-25 14:38:26";1;169
"2022-10-25 14:41:14";1;174
"2022-10-25 14:41:21";1;171
"2022-10-25 14:41:27";1;169
"2022-10-25 14:41:33";1;168
"2022-10-25 14:41:40";1;168
"2022-10-25 14:41:46";1;167
"2022-10-25 14:41:52";1;166
"2022-10-25 14:41:58";1;168
"2022-10-25 14:42:05";1;169
"2022-10-25 14:42:11";1;169
"2022-10-25 14:42:17";1;169
"2022-10-25 14:42:23";1;169
"2022-10-25 14:42:29";1;168
"2022-10-25 14:42:34";1;168
"2022-10-25 14:42:41";1;170
"2022-10-25 14:42:47";1;171
"2022-10-25 14:42:53";1;172
"2022-10-25 14:42:59";1;172
"2022-10-25 14:43:05";1;173
"2022-10-25 14:43:12";1;174
"2022-10-25 14:43:18";1;174
"2022-10-25 14:43:23";1;176
"2022-10-25 14:43:30";1;177
"2022-10-25 14:43:36";1;178
"2022-10-25 14:43:42";1;179
"2022-10-25 14:43:48";1;180
"2022-10-25 14:43:54";1;181
"2022-10-25 14:44:00";1;181
"2022-10-25 14:44:06";1;181
"2022-10-25 14:44:12";1;181
"2022-10-25 14:44:18";1;180
"2022-10-25 14:44:23";1;178
"2022-10-25 14:44:30";1;178
"2022-10-25 14:44:37";1;176
"2022-10-25 14:44:43";1;176
"2022-10-25 14:44:49";1;174
"2022-10-25 14:44:56";1;173
"2022-10-25 14:45:02";1;173
"2022-10-25 14:45:08";1;173
"2022-10-25 14:45:15";1;174
"2022-10-25 14:45:21";1;176
"2022-10-25 14:45:27";1;176
"2022-10-25 14:45:34";1;176
"2022-10-25 14:45:40";1;178
"2022-10-25 14:45:45";1;179
"2022-10-25 14:45:51";1;182
"2022-10-25 14:45:58";1;186
"2022-10-25 14:46:05";1;190
"2022-10-25 14:46:11";1;192
"2022-10-25 14:46:20";1;195
"2022-10-25 14:46:26";1;197
"2022-10-25 14:46:32";1;198
"2022-10-25 14:46:38";1;199
"2022-10-25 14:46:47";1;200
"2022-10-25 14:46:52";1;201
"2022-10-25 14:46:59";1;201
"2022-10-25 14:47:05";1;201
"2022-10-25 14:47:11";1;200
"2022-10-25 14:47:18";1;199
"2022-10-25 14:47:25";1;198
"2022-10-25 14:47:31";1;199
"2022-10-25 14:47:37";1;198
"2022-10-25 14:47:43";1;198
"2022-10-25 14:47:49";1;197
"2022-10-25 14:47:56";1;197
"2022-10-25 14:48:03";1;197
"2022-10-25 14:48:09";1;195
"2022-10-25 14:48:16";1;194
"2022-10-25 14:48:21";1;194
"2022-10-25 14:48:28";1;194
"2022-10-25 14:48:35";1;194
"2022-10-25 14:48:41";1;194
"2022-10-25 14:48:47";1;194
"2022-10-25 14:48:53";1;193
"2022-10-25 14:48:59";1;193
"2022-10-25 14:49:05";1;191
"2022-10-25 14:49:12";1;191
"2022-10-25 14:49:18";1;189
"2022-10-25 14:49:28";1;187
"2022-10-25 14:49:34";1;187
"2022-10-25 14:49:40";1;186
"2022-10-25 14:49:46";1;184
"2022-10-25 14:49:53";1;184
"2022-10-25 14:49:58";1;183
"2022-10-25 14:50:04";1;183
"2022-10-25 14:50:11";1;183
"2022-10-25 14:50:17";1;182
"2022-10-25 14:50:24";1;182
"2022-10-25 14:50:30";1;182
"2022-10-25 14:50:37";1;183
"2022-10-25 14:50:43";1;183
"2022-10-25 14:50:49";1;183
"2022-10-25 14:50:56";1;186
"2022-10-25 14:51:03";1;186
"2022-10-25 14:51:09";1;186
"2022-10-25 14:51:16";1;185
"2022-10-25 14:51:22";1;186
"2022-10-25 14:51:28";1;184
"2022-10-25 14:51:33";1;182
"2022-10-25 14:51:40";1;183
"2022-10-25 14:51:45";1;183
"2022-10-25 14:51:51";1;186
"2022-10-25 14:51:57";1;188
"2022-10-25 14:52:04";1;189
"2022-10-25 14:52:10";1;189
"2022-10-25 14:52:15";1;190
"2022-10-25 14:52:22";1;189
"2022-10-25 14:52:28";1;190
"2022-10-25 14:52:33";1;190
"2022-10-25 14:52:40";1;191
"2022-10-25 14:52:46";1;419
"2022-10-25 14:52:51";1;839
"2022-10-25 14:52:57";1;858
"2022-10-25 14:53:04";1;876
"2022-10-25 14:53:09";1;597
"2022-10-25 14:53:15";1;216
"2022-10-25 14:53:21";1;205
"2022-10-25 14:53:27";1;202
"2022-10-25 14:53:33";1;200
"2022-10-25 14:53:39";1;201
"2022-10-25 14:53:45";1;202
"2022-10-25 14:53:51";1;199
"2022-10-25 14:53:57";1;197
"2022-10-25 14:54:03";1;197
"2022-10-25 14:54:10";1;194
"2022-10-25 14:54:17";1;193
"2022-10-25 14:54:23";1;192
"2022-10-25 14:54:30";1;193
"2022-10-25 14:54:36";1;193
"2022-10-25 14:54:42";1;193
"2022-10-25 14:54:48";1;193
"2022-10-25 14:54:55";1;195
"2022-10-25 14:55:01";1;194
"2022-10-25 14:55:08";1;191
"2022-10-25 14:55:14";1;190
"2022-10-25 14:55:20";1;190
"2022-10-25 14:55:25";1;189
"2022-10-25 14:55:32";1;185
"2022-10-25 14:55:38";1;181
"2022-10-25 14:55:45";1;181
"2022-10-25 14:55:51";1;180
"2022-10-25 14:55:56";1;181
"2022-10-25 14:56:03";1;180
"2022-10-25 14:56:09";1;180
"2022-10-25 14:56:15";1;179
"2022-10-25 14:56:22";1;179
"2022-10-25 14:56:28";1;176
"2022-10-25 14:56:34";1;175
"2022-10-25 14:56:39";1;177
"2022-10-25 14:56:48";1;175
"2022-10-25 14:56:55";1;176
"2022-10-25 14:57:01";1;174
"2022-10-25 15:20:43";1;145
"2022-10-25 15:20:49";1;150
"2022-10-25 15:20:59";1;151
"2022-10-25 15:21:05";1;151
"2022-10-25 15:21:11";1;153
"2022-10-25 15:21:17";1;153
"2022-10-25 15:21:24";1;153
"2022-10-25 15:21:30";1;150
"2022-10-25 15:21:39";1;149
"2022-10-25 15:21:51";1;149
"2022-10-25 15:21:58";1;149
"2022-10-25 15:22:04";1;148
"2022-10-25 15:22:10";1;148
"2022-10-25 15:22:16";1;148
"2022-10-25 15:22:22";1;148
"2022-10-25 15:22:56";1;150
"2022-10-25 15:23:06";1;150
"2022-10-25 15:23:11";1;150
"2022-10-25 15:23:21";1;149
"2022-10-25 15:23:30";1;148
